bus_no,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seat_availability
93,APSRTC - 5370,SAPTAGIRI EXPRESS,23:59,03h 15m,03:14,4.1,149,34
93,NueGo,Electric A/C Seater (2+2),16:30,03h 40m,20:10,4.4,238,28
93,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),20:20,04h 40m,01:00,3.9,400,41
93,NueGo,Electric A/C Seater (2+2),22:40,04h 25m,03:05,4.5,238,42
93,NueGo,Electric A/C Seater (2+2),23:00,03h 40m,02:40,4.5,238,41
93,Maheswari Travels,Non A/C Seater / Sleeper (2+1),19:45,05h 25m,01:10,3.8,499,28
93,Maheswari Travels,NON A/C Sleeper (2+1),19:45,05h 25m,01:10,3.8,650,24
93,CGR Travels,Non A/C Seater / Sleeper (2+1),20:00,05h 30m,01:30,3.8,600,17
93,AR & BCVR Travels,A/C Seater / Sleeper (2+1),20:50,04h 10m,01:00,3.7,650,27
93,VRCR Travels,A/C Seater / Sleeper (2+1),21:35,03h 10m,00:45,4.2,699,24
93,VRCR Travels,Non A/C Seater / Sleeper (2+1),21:50,03h 30m,01:20,3.8,509,27
93,Psr tours and travels,A/C Sleeper (2+1),19:00,03h 30m,22:30,2.1,650,13
93,PSR Travels,A/C Sleeper (2+1),19:00,03h 30m,22:30,2.4,800,18
93,Meenakshi Travels (RR Group),NON A/C Sleeper (2+1),19:00,27h 30m,22:30,1.9,500,18
93,Meenakshi Travels (RR Group),A/C Sleeper (2+1),19:00,03h 30m,22:30,1.9,500,1
94,TSRTC - 2493,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,09h 50m,02:50,4.0,687,20
94,TSRTC - 2416,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,09h 45m,03:45,4.0,687,21
94,TSRTC - 2043,LAHARI A/C SLEEPER CUM SEATER,22:00,07h 15m,05:15,3.6,1145,27
94,TSRTC - 9920,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,08h 30m,07:00,4.0,724,27
94,Mythri Tours And Travels,A/C Sleeper (2+1),22:00,08h 30m,06:30,4.6,1309,15
94,Mythri Tours And Travels,A/C Sleeper (2+1),21:00,09h 30m,06:30,4.5,999,23
94,Go Tour Travels and Holidays,A/C Sleeper (2+1),20:30,10h 00m,06:30,4.5,1390,26
94,AdSrivastav Travels,A/C Sleeper (2+1),21:45,09h 15m,07:00,4.1,999,28
94,BSR Tours And Travels,A/C Seater / Sleeper (2+1),21:10,08h 20m,05:30,4.5,980,21
94,Mozo travels,A/C Seater / Sleeper (2+1),19:50,10h 10m,06:00,4.4,890,27
94,Mythri Tours And Travels,A/C Sleeper (2+1),22:45,07h 45m,06:30,4.5,1379,19
94,AdSiri Tours and Travels,Non A/C Seater / Sleeper (2+1),19:00,11h 30m,06:30,3.7,670,24
94,BSR Tours And Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:40,07h 50m,06:30,4.4,1480,14
94,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:55,07h 10m,06:05,4.4,989,29
94,SAMANVI CITICONNECT,A/C Sleeper (2+1),21:30,08h 15m,05:45,4.3,1349,18
94,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),19:00,10h 30m,05:30,4.3,670,16
94,IntrCity SmartBus,AC Sleeper (2+1),23:45,07h 00m,06:45,4.4,1533,26
94,Puri Jagannadh Tours And Travels,Non A/C Seater / Sleeper (2+1),21:00,08h 00m,05:00,4.2,699,13
94,V Kaveri Travels,A/C Sleeper (2+1),21:45,09h 00m,06:45,4.0,1100,20
94,SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),21:00,10h 30m,07:30,4.1,780,9
94,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),20:50,08h 25m,05:15,3.9,694,30
94,Mozo travels,A/C Seater / Sleeper (2+1),21:55,08h 35m,06:30,3.9,960,13
94,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:15,07h 20m,05:35,4.4,1074,30
94,Jayanthi Travels,Non A/C Seater / Sleeper (2+1),20:15,09h 45m,06:00,4.5,1550,40
94,Puri Jagannadh Tours And Travels,A/C Seater / Sleeper (2+1),20:50,09h 30m,06:20,3.8,777,14
94,Chandu Travels,A/C Seater / Sleeper (2+1),19:30,10h 00m,05:30,3.8,684,26
94,Mozo travels,A/C Sleeper (2+1),21:00,09h 35m,06:35,3.7,1395,14
94,Zingbus Plus,A/C Sleeper (2+1),21:30,08h 35m,06:05,4.4,1283,12
94,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),20:40,09h 05m,05:45,4.3,722,12
94,Sri Rama Travels,A/C Seater / Sleeper (2+1),20:45,10h 00m,06:45,3.9,777,26
94,Zingbus Plus,A/C Sleeper (2+1),21:20,09h 00m,06:20,4.8,1283,25
94,Srivastav Travels,Non A/C Seater / Sleeper (2+1),21:00,10h 15m,07:15,3.8,609,21
94,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),20:30,09h 30m,06:00,3.2,800,32
94,Sri Sai Balaji Travels,A/C Sleeper (2+1),19:40,09h 20m,05:00,,1199,33
94,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),06:50,07h 45m,14:35,,2690,2
94,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),21:01,09h 34m,06:35,4.0,780,27
94,SRI SAI BALAJI TOURS AND TRAVELS,A/C Sleeper (2+1),19:00,10h 00m,05:00,4.4,799,23
94,Ramana Tours And Travels,A/C Sleeper (2+1),21:50,09h 10m,07:00,4.6,1160,21
94,SREE KARA TRAVELS,Non A/C Seater / Sleeper (2+1),20:50,08h 40m,05:30,3.9,670,15
94,Sri Venkata Padmavathi Travels,A/C Seater / Sleeper (2+1),19:30,10h 00m,05:30,3.7,867,22
94,DMR Travels,A/C Sleeper (2+1),21:35,07h 55m,05:30,4.4,1399,18
94,Orange Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:00,08h 00m,07:00,4.6,1600,20
94,KKaveri Travels,Non A/C Seater / Sleeper (2+1),21:30,08h 00m,05:30,3.9,990,25
94,Morning Star Travels,A/C Sleeper (2+1),20:00,09h 00m,05:00,3.2,1290,29
94,GMC Travels,A/C Seater / Sleeper (2+1),21:50,07h 40m,05:30,4.0,1480,13
94,Sri Krishna Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:00,08h 00m,06:00,4.2,1400,30
94,Navayuga Travels,NON AC Seater / Sleeper 2+1,21:00,08h 30m,05:30,3.0,720,23
94,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:30,07h 30m,07:00,4.7,1470,16
94,Siri Tours and Travels,A/C Seater / Sleeper (2+1),21:15,09h 17m,06:32,3.9,890,18
94,DMR Travels,A/C Sleeper (2+1),21:15,09h 15m,06:30,3.2,1000,24
94,LIMOLINER,A/C Sleeper (2+1),23:30,07h 30m,07:00,3.8,1257,15
94,Mahi Trans Solutions,A/C Sleeper (2+1),20:15,09h 45m,06:00,4.3,1114,26
94,Sri NVR Travels,NON A/C Sleeper (2+1),20:50,09h 10m,06:00,3.6,899,24
94,KVR Tours and Travels,A/C Seater / Sleeper (2+1),21:45,08h 15m,06:00,2.6,759,23
94,KVR Tours and Travels,Non A/C Seater / Sleeper (2+1),20:30,09h 00m,05:30,2.8,664,16
94,Shyamoli Paribahan Pvt Ltd,A/C Seater/Sleeper (2+1),22:30,07h 00m,05:30,3.5,999,23
94,Sai Godavari Travels,Non A/C Seater / Sleeper (2+1),21:05,08h 25m,05:30,3.2,720,31
94,KVR Tours and Travels,A/C Seater / Sleeper (2+1),19:00,10h 00m,05:00,2.7,636,22
94,Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:45,08h 15m,06:00,2.8,899,29
94,Mayuri Travels,A/C Seater / Sleeper (2+1),23:59,07h 41m,07:40,3.2,1220,27
94,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:15,08h 30m,06:45,2.7,900,22
94,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),21:00,10h 20m,07:20,3.6,670,17
94,Morning Star Travels,A/C Sleeper (2+1),22:50,07h 25m,06:15,2.6,1690,30
94,Navin Citi Connect,Non A/C Seater / Sleeper (2+1),23:45,08h 30m,08:15,2.8,850,30
94,V Kaveri Travels,A/C Seater / Sleeper (2+1),23:30,08h 00m,07:30,3.7,1200,40
94,Morning Star Travels,A/C Sleeper (2+1),22:15,07h 45m,06:00,2.4,1290,31
94,Siri Tours and Travels,A/C Seater / Sleeper (2+1),21:14,10h 15m,07:29,2.8,670,28
94,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:35,07h 25m,07:00,1.7,1000,28
94,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:29,07h 16m,06:45,2.1,1000,22
94,Mozo travels,A/C Sleeper (2+1),21:20,09h 55m,07:15,2.1,2199,30
94,DMR Travels,Non A/C Seater / Sleeper (2+1),21:50,08h 10m,06:00,1.5,780,23
94,Shree Manikanta Travels,A/C Sleeper (2+1),23:00,07h 30m,06:30,2.4,1279,24
94,KKaveri Travels,Non A/C Seater / Sleeper (2+1),23:15,06h 45m,06:00,1.5,990,15
94,SRI SAI BALAJI TOURS AND TRAVELS,A/C Seater / Sleeper (2+1),22:40,08h 50m,07:30,4.4,949,23
94,Svkdt travels,A/C Sleeper (2+1),23:15,07h 55m,07:10,4.2,1290,13
94,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),23:59,07h 31m,07:30,4.2,950,28
94,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:45,07h 45m,05:30,4.0,950,10
94,Sri KVR Travels,A/C Seater / Sleeper (2+1),23:15,08h 15m,07:30,4.0,990,32
94,Krk Travels,Non A/C Seater / Sleeper (2+1),22:56,07h 04m,06:00,4.0,949,15
94,Mayuri Travels,A/C Seater / Sleeper (2+1),23:45,08h 15m,08:00,3.9,1110,40
94,SVR Tours and Travels,A/C Seater / Sleeper (2+1),23:00,08h 15m,07:15,3.8,890,3
94,Mozo travels,A/C Seater / Sleeper (2+1),23:45,07h 15m,07:00,3.8,930,26
94,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),21:20,10h 10m,07:30,3.7,621,27
94,Sitara Travels,NON A/C Push Back (2+2),19:20,08h 55m,04:15,3.1,744,26
94,Mayuri Travels,Non A/C Seater / Sleeper (2+1),23:59,07h 31m,07:30,4.4,1110,25
94,KTR Travels,Non A/C Seater / Sleeper (2+1),21:45,08h 15m,06:00,3.6,999,7
94,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),20:55,08h 20m,05:15,3.1,694,26
94,Sri NVR Travels,Non A/C Seater / Sleeper (2+1),20:50,09h 10m,06:00,4.0,799,20
94,V Kaveri Travels,NON A/C Sleeper (2+1),21:45,09h 55m,07:40,4.2,1100,20
94,Neelachal Travels,A/C Seater / Sleeper (2+1),22:00,07h 00m,05:00,4.3,900,1
94,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:30,07h 30m,06:00,3.5,850,22
94,Jakkas Sai Krishna Travels,A/C Seater / Sleeper (2+1),22:00,08h 00m,06:00,4.1,1999,40
94,SJR TRAVELS,A/C Seater / Sleeper (2+1),23:45,07h 00m,06:45,2.9,855,18
94,Dharani Tours and Travels,Non A/C Seater / Sleeper (2+1),21:00,09h 45m,06:45,2.9,684,24
94,Prasanna Travels,A/C Seater / Sleeper (2+1),21:00,08h 40m,05:40,2.9,1102,31
94,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:10,07h 20m,06:30,3.2,900,31
94,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:45,06h 45m,04:30,2.5,850,40
94,Prasanna Travels,A/C Seater / Sleeper (2+1),21:00,08h 40m,05:40,2.1,1198,28
94,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),23:05,07h 25m,06:30,2.6,903,33
94,Mahadevv travels,Non A/C Seater / Sleeper (2+1),22:00,07h 30m,05:30,2.8,741,22
94,Dharani Tours and Travels,Non A/C Seater / Sleeper (2+1),21:20,08h 40m,06:00,1.9,637,33
94,KVR Tours and Travels,A/C Sleeper (2+1),22:44,07h 16m,06:00,2.7,1139,23
94,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),22:29,09h 01m,07:30,2.6,950,16
94,Jakkas Sai Krishna Travels,A/C Seater / Sleeper (2+1),21:00,09h 00m,06:00,4.2,1999,40
94,Jakkas Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:10,08h 05m,06:15,4.2,2222,40
94,Jakkas Sai Krishna Travels,A/C Seater / Sleeper (2+1),22:10,08h 05m,06:15,4.2,2222,27
94,SAMANVI CITICONNECT,A/C Sleeper (2+1),21:30,08h 15m,05:45,4.1,1100,25
94,Jagan Travels,A/C Sleeper (2+1),23:00,08h 05m,07:05,1.6,1550,20
94,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),23:50,07h 10m,07:00,1.3,1199,15
94,Mahi Trans Solutions,A/C Sleeper (2+1),21:55,09h 45m,07:40,3.8,3324,30
94,Meghana Travels,A/C Seater / Sleeper (2+1),20:10,10h 20m,06:30,3.0,2850,49
94,Mahadevv travels,Non A/C Seater / Sleeper (2+1),23:00,07h 30m,06:30,2.8,4750,41
94,KVR Tours and Travels,A/C Sleeper (2+1),20:16,08h 44m,05:00,2.7,1139,28
94,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),22:30,08h 00m,06:30,2.6,865,35
94,Sri Keerthana Sai Travels,A/C Sleeper (2+1),23:59,09h 01m,09:00,2.6,1330,28
95,APSRTC - 9572,Super Luxury (Non AC Seater 2+2 Push Back),05:30,09h 00m,14:30,2.5,571,30
95,APSRTC - 51624,Super Luxury (Non AC Seater 2+2 Push Back),07:00,08h 45m,15:45,3.5,555,32
95,APSRTC - 6280,Super Luxury (Non AC Seater 2+2 Push Back),09:00,08h 45m,17:45,4.7,555,32
95,APSRTC - 6369,Super Luxury (Non AC Seater 2+2 Push Back),10:00,08h 45m,18:45,1.5,555,34
95,APSRTC - 9595,Super Luxury (Non AC Seater 2+2 Push Back),11:00,09h 00m,20:00,3.7,571,34
95,APSRTC - 6361,Super Luxury (Non AC Seater 2+2 Push Back),12:00,08h 45m,20:45,3.4,555,32
95,APSRTC - 6373,Super Luxury (Non AC Seater 2+2 Push Back),14:45,09h 00m,23:45,4.3,555,26
95,APSRTC - 3459,Super Luxury (Non AC Seater 2+2 Push Back),16:00,09h 10m,01:10,3.7,555,33
95,APSRTC - 2718,INDRA(A.C. Seater),17:00,08h 45m,01:45,3.3,671,31
95,APSRTC - 6334,Super Luxury (Non AC Seater 2+2 Push Back),17:30,08h 45m,02:15,3.8,555,34
95,APSRTC - 2692,Super Luxury (Non AC Seater 2+2 Push Back),18:00,09h 00m,03:00,3.7,555,27
95,APSRTC - 9568,Super Luxury (Non AC Seater 2+2 Push Back),18:30,09h 00m,03:30,4.2,571,34
95,APSRTC - 2854,Super Luxury (Non AC Seater 2+2 Push Back),19:00,09h 00m,04:00,3.7,555,20
95,APSRTC - 3927,Super Luxury (Non AC Seater 2+2 Push Back),19:15,08h 15m,03:30,3.8,579,33
95,APSRTC - 4980,Super Luxury (Non AC Seater 2+2 Push Back),19:15,09h 30m,04:45,3.7,555,33
95,APSRTC - 3958,Super Luxury (Non AC Seater 2+2 Push Back),20:00,09h 15m,05:15,4.1,566,27
95,APSRTC - 6377,Super Luxury (Non AC Seater 2+2 Push Back),20:15,08h 45m,05:00,3.9,555,25
95,APSRTC - 3964,Super Luxury (Non AC Seater 2+2 Push Back),20:45,09h 15m,06:00,3.0,566,32
95,APSRTC - 6503,Super Luxury (Non AC Seater 2+2 Push Back),21:00,08h 15m,05:15,3.8,555,26
95,APSRTC - 6269,INDRA(A.C. Seater),21:15,07h 30m,04:45,4.0,671,23
95,APSRTC - 3815,Super Luxury (Non AC Seater 2+2 Push Back),21:30,08h 30m,06:00,2.8,566,20
95,APSRTC - 6904,Super Luxury (Non AC Seater 2+2 Push Back),21:30,09h 00m,06:30,2.8,555,33
95,APSRTC - 51069,Super Luxury (Non AC Seater 2+2 Push Back),21:45,08h 15m,06:00,4.1,555,18
95,APSRTC - 6628,Super Luxury (Non AC Seater 2+2 Push Back),22:00,08h 00m,06:00,2.8,555,34
95,APSRTC - 6277,NIGHT RIDER (SEATER CUM SLEEPER),22:15,07h 30m,05:45,3.5,756,19
95,APSRTC - 6371,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,08h 15m,06:45,4.3,555,26
95,APSRTC - 52965,Super Luxury (Non AC Seater 2+2 Push Back),22:50,08h 20m,07:10,4.2,555,26
95,APSRTC - 6386,Super Luxury (Non AC Seater 2+2 Push Back),23:00,08h 30m,07:30,3.7,555,33
95,APSRTC - 6902,Super Luxury (Non AC Seater 2+2 Push Back),23:30,08h 45m,08:15,2.0,555,33
95,APSRTC - 9563,Super Luxury (Non AC Seater 2+2 Push Back),23:30,08h 15m,07:45,4.1,571,30
95,APSRTC - 6726,INDRA(A.C. Seater),23:57,06h 03m,06:00,3.8,671,28
95,Svkdt travels,A/C Sleeper (2+1),22:30,08h 15m,06:45,4.6,958,12
95,Orange Tours And Travels,A/C Sleeper (2+1),23:05,07h 40m,06:45,3.5,1000,23
95,SOLLIGI TRAVELS,A/C Sleeper (2+1),22:45,07h 35m,06:20,4.5,1000,16
95,Srinivasa Travels,A/C Sleeper (2+1),22:30,07h 30m,06:00,3.4,900,7
95,S K B TOURS AND TRAVELS,A/C Sleeper (2+1),23:35,06h 55m,06:30,,949,22
95,Sri Balaji Transports,A/C Sleeper (2+1),23:00,07h 10m,06:10,4.1,1000,14
95,SUDHAKAR TRAVELS,A/C Sleeper (2+1),23:30,07h 15m,06:45,3.9,990,21
95,Morning Star Travels,A/C Sleeper (2+1),16:30,08h 45m,01:15,2.4,1290,23
95,Psr tours and travels,Non A/C Seater / Sleeper (2+1),23:10,07h 20m,06:30,1.6,649,16
95,Morning Star Travels,A/C Sleeper (2+1),23:20,07h 10m,06:30,1.4,1190,23
95,Al madeena Travels,A/C Sleeper (2+1),23:55,07h 05m,07:00,3.7,1050,13
95,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),22:15,07h 45m,06:00,4.1,949,22
95,Morning Star Travels,A/C Sleeper (2+1),15:15,08h 30m,23:45,1.9,1090,23
95,Al madeena Travels,A/C Seater / Sleeper (2+1),23:55,07h 05m,07:00,1.0,850,29
96,APSRTC - 6335,Super Luxury (Non AC Seater 2+2 Push Back),05:00,09h 00m,14:00,4.5,555,33
96,APSRTC - 9567,Super Luxury (Non AC Seater 2+2 Push Back),06:15,10h 15m,16:30,3.7,555,28
96,APSRTC - 6378,Super Luxury (Non AC Seater 2+2 Push Back),08:00,08h 30m,16:30,3.7,555,30
96,APSRTC - 6387,Super Luxury (Non AC Seater 2+2 Push Back),11:00,08h 40m,19:40,4.2,555,27
96,APSRTC - 3957,Super Luxury (Non AC Seater 2+2 Push Back),13:55,10h 30m,00:25,3.7,555,10
96,APSRTC - 2853,Super Luxury (Non AC Seater 2+2 Push Back),17:00,09h 10m,02:10,3.7,555,33
96,APSRTC - 6946,Super Luxury (Non AC Seater 2+2 Push Back),17:30,08h 45m,02:15,2.1,555,33
96,APSRTC - 51625,Super Luxury (Non AC Seater 2+2 Push Back),18:00,09h 00m,03:00,3.7,555,33
96,APSRTC - 4979,Super Luxury (Non AC Seater 2+2 Push Back),18:10,09h 20m,03:30,3.7,555,31
96,APSRTC - 3926,Super Luxury (Non AC Seater 2+2 Push Back),18:10,09h 20m,03:30,3.7,579,33
96,APSRTC - 6505,Super Luxury (Non AC Seater 2+2 Push Back),18:30,09h 15m,03:45,3.5,555,16
96,APSRTC - 3963,Super Luxury (Non AC Seater 2+2 Push Back),18:40,10h 15m,04:55,3.4,555,29
96,APSRTC - 2691,Super Luxury (Non AC Seater 2+2 Push Back),18:45,09h 15m,04:00,1.3,555,26
96,APSRTC - 3814,Super Luxury (Non AC Seater 2+2 Push Back),20:15,09h 30m,05:45,2.3,555,33
96,APSRTC - 6362,Super Luxury (Non AC Seater 2+2 Push Back),20:20,08h 40m,05:00,2.9,555,25
96,APSRTC - 51068,Super Luxury (Non AC Seater 2+2 Push Back),20:45,08h 30m,05:15,4.4,554,14
96,APSRTC - 6629,Super Luxury (Non AC Seater 2+2 Push Back),21:00,09h 00m,06:00,4.0,555,25
96,APSRTC - 6360,INDRA(A.C. Seater),21:30,07h 30m,05:00,4.1,671,19
96,APSRTC - 6278,NIGHT RIDER (SEATER CUM SLEEPER),22:00,07h 30m,05:30,3.9,756,23
96,APSRTC - 6364,Super Luxury (Non AC Seater 2+2 Push Back),22:00,09h 00m,07:00,3.9,555,33
96,APSRTC - 9594,Super Luxury (Non AC Seater 2+2 Push Back),22:30,09h 45m,08:15,2.7,555,31
96,APSRTC - 6372,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,09h 05m,07:45,4.8,555,37
96,APSRTC - 6366,Super Luxury (Non AC Seater 2+2 Push Back),23:00,08h 45m,07:45,3.3,555,33
96,APSRTC - 2717,INDRA(A.C. Seater),23:30,08h 35m,08:05,1.9,671,14
96,APSRTC - 6374,Super Luxury (Non AC Seater 2+2 Push Back),23:55,08h 35m,08:30,3.1,555,22
96,Orange Tours And Travels,A/C Sleeper (2+1),21:00,08h 30m,05:30,3.3,1650,6
96,Al madeena Travels,A/C Sleeper (2+1),20:00,08h 30m,04:30,3.8,1800,13
96,SOLLIGI TRAVELS,A/C Sleeper (2+1),20:45,08h 30m,05:15,4.1,1000,8
96,Sri Balaji Transports,A/C Sleeper (2+1),19:50,08h 40m,04:30,3.7,2000,4
96,S K B TOURS AND TRAVELS,A/C Sleeper (2+1),19:00,08h 30m,03:30,,997,21
96,Srinivasa Travels,A/C Sleeper (2+1),20:45,08h 15m,05:00,3.5,900,2
96,SUDHAKAR TRAVELS,A/C Sleeper (2+1),20:15,07h 45m,04:00,4.3,990,21
96,Navayuga Travels,A/C Seater / Sleeper (2+1),21:45,07h 55m,05:40,4.1,880,25
96,Morning Star Travels,A/C Sleeper (2+1),19:30,08h 00m,03:30,2.4,1190,29
96,Psr tours and travels,Non A/C Seater / Sleeper (2+1),18:30,08h 30m,03:00,3.5,599,13
96,Al madeena Travels,A/C Seater / Sleeper (2+1),20:30,08h 00m,04:30,3.0,1500,26
96,Sri Balaji Transports,A/C Seater / Sleeper (2+1),20:30,08h 00m,04:30,3.7,2000,2
96,Psr tours and travels,A/C Sleeper (2+1),18:30,08h 30m,03:00,3.5,799,2
96,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),19:30,07h 30m,03:00,3.4,949,23
97,APSRTC - 2719,Super Luxury (Non AC Seater 2+2 Push Back),02:00,05h 35m,07:35,4.1,373,32
97,APSRTC - 24429,Super Luxury (Non AC Seater 2+2 Push Back),03:00,06h 00m,09:00,2.3,373,33
97,APSRTC - 24401,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",04:00,05h 50m,09:50,3.9,357,30
97,APSRTC - 24403,INDRA(A.C. Seater),04:30,05h 40m,10:10,4.7,451,29
97,APSRTC - 2693,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",05:00,06h 00m,11:00,5.0,357,34
97,APSRTC - 2821,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",05:00,07h 00m,12:00,3.9,419,35
97,APSRTC - 2721,Super Luxury (Non AC Seater 2+2 Push Back),05:30,05h 50m,11:20,4.3,373,28
97,APSRTC - 24405,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",06:00,06h 00m,12:00,3.9,357,36
97,APSRTC - 2633,Super Luxury (Non AC Seater 2+2 Push Back),06:30,05h 50m,12:20,4.1,373,29
97,APSRTC - 24407,INDRA(A.C. Seater),07:00,05h 40m,12:40,3.5,451,29
97,APSRTC - 2709,Super Luxury (Non AC Seater 2+2 Push Back),07:30,06h 30m,14:00,4.8,373,33
97,APSRTC - 2629,Super Luxury (Non AC Seater 2+2 Push Back),08:00,06h 00m,14:00,3.9,373,33
97,APSRTC - 4273,Super Luxury (Non AC Seater 2+2 Push Back),08:20,06h 10m,14:30,3.9,373,34
97,APSRTC - 3837,Super Luxury (Non AC Seater 2+2 Push Back),08:40,06h 20m,15:00,3.9,371,34
97,APSRTC - 2725,Super Luxury (Non AC Seater 2+2 Push Back),09:00,05h 50m,14:50,2.6,373,33
97,APSRTC - 2697,Super Luxury (Non AC Seater 2+2 Push Back),09:30,06h 05m,15:35,3.9,373,33
97,APSRTC - 2649,INDRA(A.C. Seater),10:00,05h 40m,15:40,3.3,451,37
97,APSRTC - 2643,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:30,06h 00m,16:30,3.9,373,35
97,APSRTC - 24411,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:00,05h 50m,16:50,3.6,373,37
97,APSRTC - 24419,Super Luxury (Non AC Seater 2+2 Push Back),11:30,06h 00m,17:30,4.6,373,29
97,APSRTC - 2691,Super Luxury (Non AC Seater 2+2 Push Back),12:00,06h 45m,18:45,3.9,373,33
97,APSRTC - 3294,Super Luxury (Non AC Seater 2+2 Push Back),12:30,05h 50m,18:20,3.7,373,33
97,APSRTC - 2715,Super Luxury (Non AC Seater 2+2 Push Back),13:00,06h 45m,19:45,2.1,373,32
97,APSRTC - 2631,INDRA(A.C. Seater),13:30,05h 40m,19:10,3.6,451,33
97,APSRTC - 2591,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",14:00,05h 50m,19:50,3.9,357,33
97,APSRTC - 2637,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),14:00,05h 30m,19:30,3.8,568,20
97,APSRTC - 2589,Super Luxury (Non AC Seater 2+2 Push Back),14:30,06h 00m,20:30,2.9,373,21
97,APSRTC - 35128,Super Luxury (Non AC Seater 2+2 Push Back),15:00,05h 50m,20:50,3.5,373,33
97,APSRTC - 24427,Super Luxury (Non AC Seater 2+2 Push Back),15:30,05h 50m,21:20,3.9,373,33
97,APSRTC - 3835,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",15:45,07h 00m,22:45,3.9,419,37
97,APSRTC - 2713,Super Luxury (Non AC Seater 2+2 Push Back),16:00,06h 30m,22:30,3.9,373,26
97,APSRTC - 2717,INDRA(A.C. Seater),17:00,06h 30m,23:30,3.5,451,37
97,APSRTC - 2887,Super Luxury (Non AC Seater 2+2 Push Back),17:15,06h 40m,23:55,2.5,370,33
97,APSRTC - 24421,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,05h 50m,23:20,3.9,373,36
97,APSRTC - 2673,Super Luxury (Non AC Seater 2+2 Push Back),18:00,06h 15m,00:15,3.9,373,33
97,APSRTC - 2621,INDRA(A.C. Seater),18:15,06h 15m,00:30,3.6,447,14
97,APSRTC - 2711,Super Luxury (Non AC Seater 2+2 Push Back),18:30,06h 15m,00:45,2.9,373,31
97,APSRTC - 2723,Super Luxury (Non AC Seater 2+2 Push Back),19:00,06h 00m,01:00,3.6,373,33
97,APSRTC - 2677,NIGHT RIDER (SEATER CUM SLEEPER),19:00,05h 40m,00:40,3.6,509,26
97,APSRTC - 4227,Super Luxury (Non AC Seater 2+2 Push Back),19:30,06h 15m,01:45,4.1,373,34
97,APSRTC - 42621,Super Luxury (Non AC Seater 2+2 Push Back),20:00,06h 00m,02:00,3.9,373,33
97,APSRTC - 48983,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",20:30,06h 15m,02:45,3.9,355,37
97,APSRTC - 3831,Super Luxury (Non AC Seater 2+2 Push Back),21:00,05h 50m,02:50,4.3,373,30
